As of,Rank,Year to Date Rank,Last Week Rank,Title,Type,Netflix Exclusive,Netflix Release Date,Days In Top 10,Viewership Score
18-12-2020,3,2,4,Manhunt: Deadly Games,TV Show,,"Dec 7, 2020",9,72
18-12-2020,4,10,-,The Ripper,TV Show,Yes,"Dec 16, 2020",2,8
18-12-2020,5,-,-,Braven,Movie,,"Dec 17, 2020",1,6
18-12-2020,6,5,9,How the Grinch Stole Christmas,Movie,,"Jun 1, 2017",19,63
18-12-2020,7,7,8,Cocomelon,TV Show,,"Jun 1, 2020",75,188
18-12-2020,8,6,5,Virgin River,TV Show,Yes,"Dec 6, 2019",21,154
18-12-2020,9,4,1,Ava,Movie,,"Dec 7, 2020",11,84
18-12-2020,10,9,7,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",56,402
19-12-2020,1,-,-,Ma Raineyâs Black Bottom,Movie,Yes,"Dec 18, 2020",1,10
19-12-2020,2,1,-,A California Christmas,Movie,Yes,"Dec 14, 2020",5,49
19-12-2020,3,2,-,Tiny Pretty Things,TV Show,Yes,"Dec 14, 2020",4,33
19-12-2020,4,4,-,The Ripper,TV Show,Yes,"Dec 16, 2020",3,15
19-12-2020,5,6,8,How the Grinch Stole Christmas,Movie,,"Jun 1, 2017",20,69
19-12-2020,6,3,2,Manhunt: Deadly Games,TV Show,,"Dec 7, 2020",10,77
19-12-2020,7,5,-,Braven,Movie,,"Dec 17, 2020",2,10
19-12-2020,8,7,10,Cocomelon,TV Show,,"Jun 1, 2020",76,191
19-12-2020,9,8,6,Virgin River,TV Show,Yes,"Dec 6, 2019",22,156
19-12-2020,10,10,9,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",57,403
20-12-2020,1,1,-,Ma Raineyâs Black Bottom,Movie,Yes,"Dec 18, 2020",2,20
20-12-2020,2,2,-,A California Christmas,Movie,Yes,"Dec 14, 2020",6,58
20-12-2020,3,5,4,How the Grinch Stole Christmas,Movie,,"Jun 1, 2017",21,77
20-12-2020,4,4,-,The Ripper,TV Show,Yes,"Dec 16, 2020",4,22
20-12-2020,5,3,-,Tiny Pretty Things,TV Show,Yes,"Dec 14, 2020",5,39
20-12-2020,6,7,-,Braven,Movie,,"Dec 17, 2020",3,15
20-12-2020,7,6,3,Manhunt: Deadly Games,TV Show,,"Dec 7, 2020",11,81
20-12-2020,8,8,-,Cocomelon,TV Show,,"Jun 1, 2020",77,194
20-12-2020,9,-,9,The Christmas Chronicles 2,Movie,Yes,"Nov 25, 2020",15,93
20-12-2020,10,10,10,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",58,404
21-12-2020,1,1,-,Ma Raineyâs Black Bottom,Movie,Yes,"Dec 18, 2020",3,30
21-12-2020,2,3,4,How the Grinch Stole Christmas,Movie,,"Jun 1, 2017",22,86
21-12-2020,3,2,-,A California Christmas,Movie,Yes,"Dec 14, 2020",7,66
21-12-2020,4,5,-,Tiny Pretty Things,TV Show,Yes,"Dec 14, 2020",6,46
21-12-2020,5,6,-,Braven,Movie,,"Dec 17, 2020",4,21
21-12-2020,6,4,-,The Ripper,TV Show,Yes,"Dec 16, 2020",5,27
21-12-2020,7,7,3,Manhunt: Deadly Games,TV Show,,"Dec 7, 2020",12,85
21-12-2020,8,8,-,Cocomelon,TV Show,,"Jun 1, 2020",78,197
21-12-2020,9,9,9,The Christmas Chronicles 2,Movie,Yes,"Nov 25, 2020",16,95
21-12-2020,10,10,8,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",59,405
22-12-2020,1,2,7,How the Grinch Stole Christmas,Movie,,"Jun 1, 2017",23,96
22-12-2020,2,-,-,"Ariana Grande: Excuse Me, I…",Concert/Perf…,Yes,"Dec 21, 2020",1,9
22-12-2020,3,4,-,Tiny Pretty Things,TV Show,Yes,"Dec 14, 2020",7,54
22-12-2020,4,8,8,Cocomelon,TV Show,,"Jun 1, 2020",79,204
22-12-2020,5,5,-,Braven,Movie,,"Dec 17, 2020",5,27
22-12-2020,6,7,2,Manhunt: Deadly Games,TV Show,,"Dec 7, 2020",13,90
22-12-2020,7,1,-,Ma Raineyâs Black Bottom,Movie,Yes,"Dec 18, 2020",4,34
22-12-2020,8,3,1,A California Christmas,Movie,Yes,"Dec 14, 2020",8,69
22-12-2020,9,6,-,The Ripper,TV Show,Yes,"Dec 16, 2020",6,29
22-12-2020,10,10,9,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",60,406
23-12-2020,1,-,-,After We Collided,Movie,,"Dec 22, 2020",1,10
23-12-2020,2,1,7,How the Grinch Stole Christmas,Movie,,"Jun 1, 2017",24,105
23-12-2020,3,4,8,Cocomelon,TV Show,,"Jun 1, 2020",80,212
23-12-2020,4,3,3,Tiny Pretty Things,TV Show,Yes,"Dec 14, 2020",8,61
23-12-2020,5,2,-,"Ariana Grande: Excuse Me, I…",Concert/Perf…,Yes,"Dec 21, 2020",2,15
23-12-2020,6,6,2,Manhunt: Deadly Games,TV Show,,"Dec 7, 2020",14,95
23-12-2020,7,10,9,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",61,410
23-12-2020,8,-,-,The Christmas Chronicles 2,Movie,Yes,"Nov 25, 2020",17,98
23-12-2020,9,-,-,Sweet Home,TV Show,Yes,"Dec 18, 2020",1,2
23-12-2020,10,9,-,The Ripper,TV Show,Yes,"Dec 16, 2020",7,30
24-12-2020,1,-,-,The Midnight Sky,Movie,Yes,"Dec 23, 2020",1,10
24-12-2020,2,1,-,After We Collided,Movie,,"Dec 22, 2020",2,19
24-12-2020,3,2,5,How the Grinch Stole Christmas,Movie,,"Jun 1, 2017",25,113
24-12-2020,4,3,7,Cocomelon,TV Show,,"Jun 1, 2020",81,219
24-12-2020,5,8,-,The Christmas Chronicles 2,Movie,Yes,"Nov 25, 2020",18,104
24-12-2020,6,4,3,Tiny Pretty Things,TV Show,Yes,"Dec 14, 2020",9,66
24-12-2020,7,6,2,Manhunt: Deadly Games,TV Show,,"Dec 7, 2020",15,99
24-12-2020,8,7,9,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",62,413
24-12-2020,9,9,-,Sweet Home,TV Show,Yes,"Dec 18, 2020",2,4
24-12-2020,10,-,-,The Christmas Chronicles,Movie,Yes,"Nov 22, 2018",6,13
25-12-2020,1,1,-,The Midnight Sky,Movie,Yes,"Dec 23, 2020",2,20
25-12-2020,2,3,6,How the Grinch Stole Christmas,Movie,,"Jun 1, 2017",26,122
25-12-2020,3,5,-,The Christmas Chronicles 2,Movie,Yes,"Nov 25, 2020",19,112
25-12-2020,4,2,-,After We Collided,Movie,,"Dec 22, 2020",3,26
25-12-2020,5,10,-,The Christmas Chronicles,Movie,Yes,"Nov 22, 2018",7,19
25-12-2020,6,4,7,Cocomelon,TV Show,,"Jun 1, 2020",82,224
25-12-2020,7,-,-,Klaus,Movie,Yes,"Nov 15, 2019",1,4
25-12-2020,8,-,-,Jingle Jangle: A Christmas …,Movie,Yes,"Nov 13, 2020",9,37
25-12-2020,9,6,2,Tiny Pretty Things,TV Show,Yes,"Dec 14, 2020",10,68
25-12-2020,10,9,-,Sweet Home,TV Show,Yes,"Dec 18, 2020",3,5
26-12-2020,1,1,-,The Midnight Sky,Movie,Yes,"Dec 23, 2020",3,30
26-12-2020,2,2,5,How the Grinch Stole Christmas,Movie,,"Jun 1, 2017",27,131
26-12-2020,3,-,-,Bridgerton,TV Show,Yes,"Dec 25, 2020",1,8
26-12-2020,4,-,-,We Can Be Heroes,Movie,Yes,"Dec 25, 2020",1,7
26-12-2020,5,3,-,The Christmas Chronicles 2,Movie,Yes,"Nov 25, 2020",20,118
26-12-2020,6,4,-,After We Collided,Movie,,"Dec 22, 2020",4,31
26-12-2020,7,5,-,The Christmas Chronicles,Movie,Yes,"Nov 22, 2018",8,23
26-12-2020,8,8,-,Jingle Jangle: A Christmas …,Movie,Yes,"Nov 13, 2020",10,40
26-12-2020,9,7,-,Klaus,Movie,Yes,"Nov 15, 2019",2,6
26-12-2020,10,6,8,Cocomelon,TV Show,,"Jun 1, 2020",83,225
27-12-2020,1,1,-,The Midnight Sky,Movie,Yes,"Dec 23, 2020",4,40
27-12-2020,2,3,-,Bridgerton,TV Show,Yes,"Dec 25, 2020",2,17
27-12-2020,3,4,-,We Can Be Heroes,Movie,Yes,"Dec 25, 2020",2,15
27-12-2020,4,6,-,After We Collided,Movie,,"Dec 22, 2020",5,38
27-12-2020,5,10,8,Cocomelon,TV Show,,"Jun 1, 2020",84,231
27-12-2020,6,2,3,How the Grinch Stole Christmas,Movie,,"Jun 1, 2017",28,136
27-12-2020,7,-,10,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",63,417
27-12-2020,8,5,9,The Christmas Chronicles 2,Movie,Yes,"Nov 25, 2020",21,121
27-12-2020,9,-,5,Tiny Pretty Things,TV Show,Yes,"Dec 14, 2020",11,70
27-12-2020,10,-,-,Virgin River,TV Show,Yes,"Dec 6, 2019",23,157
28-12-2020,1,2,-,Bridgerton,TV Show,Yes,"Dec 25, 2020",3,27
28-12-2020,2,1,-,The Midnight Sky,Movie,Yes,"Dec 23, 2020",5,49
28-12-2020,3,3,-,We Can Be Heroes,Movie,Yes,"Dec 25, 2020",3,23
28-12-2020,4,4,-,After We Collided,Movie,,"Dec 22, 2020",6,45
28-12-2020,5,5,8,Cocomelon,TV Show,,"Jun 1, 2020",85,237
28-12-2020,6,-,-,Death to 2020,Movie,Yes,"Dec 27, 2020",1,5
28-12-2020,7,7,10,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",64,421
28-12-2020,8,9,4,Tiny Pretty Things,TV Show,Yes,"Dec 14, 2020",12,73
28-12-2020,9,10,-,Virgin River,TV Show,Yes,"Dec 6, 2019",24,159
28-12-2020,10,6,2,How the Grinch Stole Christmas,Movie,,"Jun 1, 2017",29,137
29-12-2020,1,1,-,Bridgerton,TV Show,Yes,"Dec 25, 2020",4,37
29-12-2020,2,3,-,We Can Be Heroes,Movie,Yes,"Dec 25, 2020",4,32
29-12-2020,3,2,-,The Midnight Sky,Movie,Yes,"Dec 23, 2020",6,57
29-12-2020,4,6,-,Death to 2020,Movie,Yes,"Dec 27, 2020",2,12
29-12-2020,5,4,-,After We Collided,Movie,,"Dec 22, 2020",7,51
29-12-2020,6,5,4,Cocomelon,TV Show,,"Jun 1, 2020",86,242
29-12-2020,7,7,10,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",65,425
29-12-2020,8,8,3,Tiny Pretty Things,TV Show,Yes,"Dec 14, 2020",13,76
29-12-2020,9,9,-,Virgin River,TV Show,Yes,"Dec 6, 2019",25,161
29-12-2020,10,-,6,Manhunt: Deadly Games,TV Show,,"Dec 7, 2020",16,100
30-12-2020,1,1,-,Bridgerton,TV Show,Yes,"Dec 25, 2020",5,47
30-12-2020,2,2,-,We Can Be Heroes,Movie,Yes,"Dec 25, 2020",5,41
30-12-2020,3,4,-,Death to 2020,Movie,Yes,"Dec 27, 2020",3,20
30-12-2020,4,3,-,The Midnight Sky,Movie,Yes,"Dec 23, 2020",7,64
30-12-2020,5,6,3,Cocomelon,TV Show,,"Jun 1, 2020",87,248
30-12-2020,6,7,7,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",66,430
30-12-2020,7,5,1,After We Collided,Movie,,"Dec 22, 2020",8,55
30-12-2020,8,8,4,Tiny Pretty Things,TV Show,Yes,"Dec 14, 2020",14,79
30-12-2020,9,9,-,Virgin River,TV Show,Yes,"Dec 6, 2019",26,163
30-12-2020,10,-,-,The Croods,Movie,,"Jul 29, 2019",1,1
31-12-2020,1,1,-,Bridgerton,TV Show,Yes,"Dec 25, 2020",6,57
31-12-2020,2,2,-,We Can Be Heroes,Movie,Yes,"Dec 25, 2020",6,50
31-12-2020,3,3,-,Death to 2020,Movie,Yes,"Dec 27, 2020",4,28
31-12-2020,4,4,1,The Midnight Sky,Movie,Yes,"Dec 23, 2020",8,71
31-12-2020,5,5,4,Cocomelon,TV Show,,"Jun 1, 2020",88,254
31-12-2020,6,6,8,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",67,435
31-12-2020,7,7,2,After We Collided,Movie,,"Dec 22, 2020",9,59
31-12-2020,8,8,6,Tiny Pretty Things,TV Show,Yes,"Dec 14, 2020",15,82
31-12-2020,9,9,-,Virgin River,TV Show,Yes,"Dec 6, 2019",27,165
31-12-2020,10,-,-,Dare Me: Season 1,TV Show,,"Dec 29, 2020",1,1
01-01-2021,1,1,-,Bridgerton,TV Show,Yes,"Dec 25, 2020",7,67
01-01-2021,2,3,-,Death to 2020,Movie,Yes,"Dec 27, 2020",5,37
01-01-2021,3,2,-,We Can Be Heroes,Movie,Yes,"Dec 25, 2020",7,58
01-01-2021,4,-,-,Chilling Adventures of Sabrina,TV Show,Yes,"Oct 26, 2018",1,7
01-01-2021,5,4,1,The Midnight Sky,Movie,Yes,"Dec 23, 2020",9,77
